age,category,annual_income,is_bpl,state,eligible_schemes
42,SC,18671,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
19,General,565232,False,Karnataka,South India Welfare Scheme
75,ST,557673,False,Gujarat,Old Age Pension;Senior Citizen Bus Pass
25,General,108955,False,Maharashtra,PMAY Housing
43,OBC,14367,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
79,General,21695,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
79,OBC,92994,False,Kerala,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass;South India Welfare Scheme
22,General(EWS),170442,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
53,ST,94704,False,Karnataka,PMAY Housing;South India Welfare Scheme
76,ST,74421,False,Jharkhand,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
41,General,23060,True,Punjab,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
49,General(EWS),168037,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
32,SC,21463,True,Andhra Pradesh,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
25,OBC,576882,False,Madhya Pradesh,OBC Scholarship
19,SC,278502,False,Gujarat,PMAY Housing;SC Scholarship
56,ST,214770,False,Maharashtra,PMAY Housing
65,SC,54920,False,Haryana,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
51,SC,81502,False,Kerala,PMAY Housing;South India Welfare Scheme
21,SC,426521,False,Odisha,SC Scholarship
68,OBC,30734,False,Uttar Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
45,General,507436,False,Odisha,None
29,ST,118516,False,Kerala,PMAY Housing;ST Scholarship;South India Welfare Scheme
28,SC,142668,False,Madhya Pradesh,PMAY Housing;SC Scholarship
45,ST,22268,True,Kerala,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
54,General,424833,False,Karnataka,South India Welfare Scheme
58,OBC,134511,False,Punjab,PMAY Housing
21,SC,19340,True,Rajasthan,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;SC Scholarship
47,SC,242297,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;PMAY Housing
54,General(EWS),17068,True,Kerala,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
47,ST,45752,False,Gujarat,Ayushman Bharat;PMAY Housing
74,SC,66517,False,Madhya Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
23,General(EWS),20867,True,Tamil Nadu,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
74,ST,251705,False,Tamil Nadu,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
37,ST,58916,False,Haryana,Ayushman Bharat;PMAY Housing
46,ST,491156,False,Odisha,None
31,SC,249626,False,Rajasthan,PMAY Housing
19,ST,22385,True,Madhya Pradesh,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;ST Scholarship
27,General(EWS),64332,False,Jharkhand,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
69,ST,121659,False,Punjab,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
54,ST,67605,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
61,ST,348560,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;Senior Citizen Bus Pass
57,ST,15502,True,Punjab,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
23,OBC,101803,False,Madhya Pradesh,OBC Scholarship;PMAY Housing
55,SC,322746,False,West Bengal,None
57,SC,79011,False,Telangana,Ayushman Bharat;PMAY Housing
37,OBC,13310,True,Telangana,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
26,SC,116898,False,Odisha,PMAY Housing;SC Scholarship
64,General,69707,False,Rajasthan,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
53,SC,41508,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
34,OBC,499738,False,Uttar Pradesh,None
62,ST,280014,False,Andhra Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
64,OBC,431177,False,Uttar Pradesh,Old Age Pension;Senior Citizen Bus Pass
70,SC,23016,True,West Bengal,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
29,SC,284624,False,Haryana,PMAY Housing;SC Scholarship
70,General,20763,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
34,OBC,11408,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
35,General(EWS),51271,False,Haryana,Ayushman Bharat;PMAY Housing
60,General(EWS),347516,False,Andhra Pradesh,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
75,General(EWS),589197,False,Karnataka,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass;South India Welfare Scheme
40,General(EWS),209090,False,Punjab,Ayushman Bharat;PMAY Housing
55,SC,27563,False,Punjab,Ayushman Bharat;PMAY Housing
40,OBC,220548,False,Kerala,PMAY Housing;South India Welfare Scheme
33,General,47752,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
53,ST,50322,False,Andhra Pradesh,Ayushman Bharat;PMAY Housing
37,General,168253,False,Maharashtra,PMAY Housing
32,SC,239978,False,Odisha,PMAY Housing
31,General(EWS),16605,True,Andhra Pradesh,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
60,General(EWS),456638,False,Rajasthan,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
56,OBC,132507,False,Karnataka,PMAY Housing;South India Welfare Scheme
60,OBC,22738,True,Maharashtra,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
64,General(EWS),29676,False,West Bengal,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
30,General(EWS),111731,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
78,ST,136434,False,Maharashtra,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
29,OBC,409029,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;OBC Scholarship
56,General,49407,False,Madhya Pradesh,Ayushman Bharat;PMAY Housing
29,General,206676,False,West Bengal,PMAY Housing
40,General(EWS),253411,False,Gujarat,Ayushman Bharat;PMAY Housing
51,ST,46769,False,Jharkhand,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
64,General,311432,False,Uttar Pradesh,Old Age Pension;Senior Citizen Bus Pass
23,General(EWS),45576,False,Kerala,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
46,OBC,146645,False,West Bengal,PMAY Housing
61,SC,220305,False,Haryana,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
37,SC,34236,False,Maharashtra,Ayushman Bharat;PMAY Housing
33,SC,595274,False,Punjab,None
50,OBC,155717,False,West Bengal,PMAY Housing
78,SC,10373,True,Maharashtra,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
35,ST,67473,False,Maharashtra,Ayushman Bharat;PMAY Housing
28,General,38382,False,Haryana,Ayushman Bharat;PMAY Housing
25,General(EWS),67961,False,Madhya Pradesh,Ayushman Bharat;PMAY Housing
39,General,82174,False,Tamil Nadu,PMAY Housing
39,OBC,252387,False,Madhya Pradesh,PMAY Housing
29,OBC,384841,False,Andhra Pradesh,OBC Scholarship
33,OBC,520260,False,West Bengal,None
47,General(EWS),23938,True,Jharkhand,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
34,OBC,94001,False,Rajasthan,PMAY Housing
55,ST,189962,False,Haryana,PMAY Housing
19,General,513727,False,Kerala,South India Welfare Scheme
72,SC,414992,False,Rajasthan,Old Age Pension;Senior Citizen Bus Pass
39,SC,154126,False,Kerala,PMAY Housing;South India Welfare Scheme
54,ST,47877,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
61,ST,23693,True,Punjab,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
54,General,295790,False,Uttar Pradesh,PMAY Housing
78,General,22159,True,Tamil Nadu,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
39,General(EWS),85796,False,Kerala,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
57,SC,46688,False,Andhra Pradesh,Ayushman Bharat;PMAY Housing
31,General(EWS),112170,False,Gujarat,Ayushman Bharat;PMAY Housing
47,General,144502,False,Telangana,PMAY Housing
50,General,202852,False,Tamil Nadu,PMAY Housing
37,OBC,374503,False,Tamil Nadu,None
31,ST,10898,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
77,OBC,201562,False,Uttar Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
32,ST,43624,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
49,ST,237812,False,Bihar,Bihar/Jharkhand Rural Support Scheme;PMAY Housing
60,OBC,268138,False,Tamil Nadu,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
21,General,303986,False,Madhya Pradesh,None
33,SC,139998,False,Madhya Pradesh,PMAY Housing
62,General(EWS),309879,False,Rajasthan,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
28,ST,325990,False,West Bengal,ST Scholarship
32,General(EWS),42174,False,Tamil Nadu,Ayushman Bharat;PMAY Housing
72,General,27140,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
59,General,11016,True,Odisha,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
18,SC,22131,True,Jharkhand,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing;SC Scholarship
51,General,429323,False,Uttar Pradesh,None
57,OBC,569461,False,West Bengal,None
50,General,59954,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
56,SC,186114,False,Andhra Pradesh,PMAY Housing
79,General,226979,False,Bihar,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
32,General(EWS),270379,False,Madhya Pradesh,Ayushman Bharat;PMAY Housing
69,General,126849,False,Uttar Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
68,OBC,502472,False,Tamil Nadu,Old Age Pension;Senior Citizen Bus Pass
71,ST,292692,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
72,SC,128731,False,Gujarat,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
45,General,102605,False,Telangana,PMAY Housing
71,OBC,23456,True,Andhra Pradesh,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
47,General,472811,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme
49,General(EWS),545497,False,Uttar Pradesh,Ayushman Bharat
77,General(EWS),319176,False,Karnataka,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass;South India Welfare Scheme
31,SC,21751,True,Jharkhand,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
58,General,27090,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
55,General(EWS),29532,False,West Bengal,Ayushman Bharat;PMAY Housing
69,General(EWS),12862,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
26,General,16163,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
48,OBC,39324,False,Gujarat,Ayushman Bharat;PMAY Housing
42,General(EWS),222896,False,Rajasthan,Ayushman Bharat;PMAY Housing
72,SC,92191,False,Telangana,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
29,ST,51727,False,Punjab,Ayushman Bharat;PMAY Housing;ST Scholarship
37,ST,114998,False,Andhra Pradesh,PMAY Housing
54,ST,282378,False,Punjab,PMAY Housing
70,SC,127374,False,Punjab,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
37,SC,530217,False,Rajasthan,None
21,General(EWS),64716,False,Telangana,Ayushman Bharat;PMAY Housing
23,ST,456225,False,Kerala,ST Scholarship;South India Welfare Scheme
64,OBC,151692,False,Bihar,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
66,SC,148434,False,West Bengal,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
54,OBC,10174,True,Kerala,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
60,General,429681,False,Punjab,Old Age Pension;Senior Citizen Bus Pass
30,General(EWS),58685,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
42,ST,94296,False,Odisha,PMAY Housing
40,ST,24377,True,West Bengal,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
79,General(EWS),236112,False,Punjab,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
23,ST,33830,False,West Bengal,Ayushman Bharat;PMAY Housing;ST Scholarship
34,General,312539,False,Haryana,None
20,OBC,53352,False,Punjab,Ayushman Bharat;OBC Scholarship;PMAY Housing
59,ST,118096,False,Haryana,PMAY Housing
47,ST,127419,False,Madhya Pradesh,PMAY Housing
77,ST,278126,False,Karnataka,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass;South India Welfare Scheme
50,ST,55557,False,Telangana,Ayushman Bharat;PMAY Housing
48,ST,273794,False,Madhya Pradesh,PMAY Housing
72,OBC,264279,False,West Bengal,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
74,General,253932,False,Rajasthan,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
36,SC,517922,False,Karnataka,South India Welfare Scheme
62,General(EWS),577460,False,Rajasthan,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
24,ST,482059,False,Bihar,Bihar/Jharkhand Rural Support Scheme;ST Scholarship
53,ST,332039,False,Haryana,None
43,OBC,258607,False,Andhra Pradesh,PMAY Housing
61,General(EWS),169146,False,Haryana,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
23,ST,261905,False,Madhya Pradesh,PMAY Housing;ST Scholarship
76,SC,350303,False,Odisha,Old Age Pension;Senior Citizen Bus Pass
61,ST,508985,False,Uttar Pradesh,Old Age Pension;Senior Citizen Bus Pass
77,General(EWS),157654,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
69,SC,13872,True,Rajasthan,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
18,OBC,77790,False,Andhra Pradesh,Ayushman Bharat;OBC Scholarship;PMAY Housing
51,SC,117029,False,West Bengal,PMAY Housing
42,General(EWS),49415,False,Tamil Nadu,Ayushman Bharat;PMAY Housing
65,OBC,324563,False,Madhya Pradesh,Old Age Pension;Senior Citizen Bus Pass
19,OBC,15905,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;OBC Scholarship;PMAY Housing;South India Welfare Scheme
24,SC,60743,False,Odisha,Ayushman Bharat;PMAY Housing;SC Scholarship
56,General(EWS),386895,False,Haryana,Ayushman Bharat
41,General(EWS),222938,False,Kerala,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
34,SC,10492,True,Haryana,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
20,OBC,174818,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;OBC Scholarship;PMAY Housing
68,General,240714,False,Rajasthan,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
42,SC,590219,False,Kerala,South India Welfare Scheme
38,General(EWS),128822,False,Maharashtra,Ayushman Bharat;PMAY Housing
49,General(EWS),14946,True,Madhya Pradesh,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
25,ST,39375,False,Jharkhand,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing;ST Scholarship
71,SC,296842,False,Uttar Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
74,OBC,20080,True,Madhya Pradesh,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
31,OBC,57349,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
28,General,183272,False,Punjab,PMAY Housing
35,General,425051,False,Madhya Pradesh,None
75,ST,437665,False,Maharashtra,Old Age Pension;Senior Citizen Bus Pass
26,SC,69807,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing;SC Scholarship
63,SC,240321,False,Uttar Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
46,OBC,210121,False,West Bengal,PMAY Housing
74,OBC,35905,False,Punjab,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
18,ST,323431,False,Uttar Pradesh,ST Scholarship
64,OBC,16733,True,Punjab,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
30,OBC,85362,False,Andhra Pradesh,OBC Scholarship;PMAY Housing
62,OBC,82618,False,Maharashtra,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
64,General,276779,False,Madhya Pradesh,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
39,General(EWS),438682,False,Karnataka,Ayushman Bharat;South India Welfare Scheme
57,General,21933,True,Kerala,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
77,OBC,100757,False,West Bengal,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
35,ST,463047,False,Telangana,None
35,OBC,98044,False,Karnataka,PMAY Housing;South India Welfare Scheme
37,ST,115986,False,Bihar,Bihar/Jharkhand Rural Support Scheme;PMAY Housing
58,General,61070,False,Rajasthan,Ayushman Bharat;PMAY Housing
23,OBC,131386,False,Punjab,OBC Scholarship;PMAY Housing
39,OBC,22318,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
26,SC,278488,False,Madhya Pradesh,PMAY Housing;SC Scholarship
63,General(EWS),192809,False,Madhya Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
43,OBC,417078,False,Haryana,None
60,ST,255878,False,Rajasthan,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
57,ST,211950,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;PMAY Housing
67,SC,256532,False,Karnataka,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass;South India Welfare Scheme
66,General(EWS),20374,True,Andhra Pradesh,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
19,General(EWS),297314,False,Haryana,Ayushman Bharat;PMAY Housing
64,General,16735,True,Telangana,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
19,General,85006,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;PMAY Housing
72,OBC,28625,False,Tamil Nadu,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
74,OBC,252630,False,Haryana,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
52,ST,62069,False,Haryana,Ayushman Bharat;PMAY Housing
70,General,72382,False,Uttar Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
24,ST,11450,True,Odisha,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;ST Scholarship
57,General,16587,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
44,General(EWS),16896,True,Maharashtra,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
31,SC,179689,False,Punjab,PMAY Housing
31,General(EWS),135115,False,Kerala,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
54,General,73812,False,Madhya Pradesh,Ayushman Bharat;PMAY Housing
77,OBC,283389,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
60,OBC,62151,False,Uttar Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
31,General(EWS),112607,False,Bihar,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
64,ST,12954,True,Haryana,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
64,General,15151,True,Telangana,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
65,General(EWS),138674,False,Kerala,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass;South India Welfare Scheme
76,SC,69494,False,Odisha,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
46,ST,166342,False,Rajasthan,PMAY Housing
60,ST,14872,True,Rajasthan,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
46,General,240486,False,Gujarat,PMAY Housing
48,OBC,72727,False,West Bengal,Ayushman Bharat;PMAY Housing
73,General,58570,False,Telangana,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
79,OBC,12772,True,Odisha,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
21,OBC,359498,False,Punjab,OBC Scholarship
30,General(EWS),112455,False,Madhya Pradesh,Ayushman Bharat;PMAY Housing
50,SC,485756,False,Madhya Pradesh,None
20,General,495913,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme
79,ST,36991,False,Haryana,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
35,OBC,87508,False,Punjab,PMAY Housing
22,General,195918,False,Rajasthan,PMAY Housing
69,General(EWS),64006,False,Rajasthan,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
67,General(EWS),36347,False,Rajasthan,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
70,SC,38643,False,Karnataka,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass;South India Welfare Scheme
23,SC,289959,False,Madhya Pradesh,PMAY Housing;SC Scholarship
49,General(EWS),249454,False,Jharkhand,Ayushman Bharat;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
41,General(EWS),21896,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;PMAY Housing
19,OBC,51782,False,Gujarat,Ayushman Bharat;OBC Scholarship;PMAY Housing
37,OBC,154497,False,Karnataka,PMAY Housing;South India Welfare Scheme
75,OBC,411055,False,Kerala,Old Age Pension;Senior Citizen Bus Pass;South India Welfare Scheme
30,SC,43639,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing;SC Scholarship
79,General(EWS),270584,False,West Bengal,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
31,OBC,22795,True,Uttar Pradesh,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
66,General,354729,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;Old Age Pension;Senior Citizen Bus Pass
74,OBC,55802,False,Tamil Nadu,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
50,SC,214445,False,Punjab,PMAY Housing
29,ST,272023,False,Tamil Nadu,PMAY Housing;ST Scholarship
72,General,16407,True,Gujarat,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
62,ST,31504,False,Punjab,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
50,ST,158816,False,Tamil Nadu,PMAY Housing
19,General(EWS),91689,False,Andhra Pradesh,Ayushman Bharat;PMAY Housing
45,OBC,15452,True,Rajasthan,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
18,SC,36706,False,Rajasthan,Ayushman Bharat;PMAY Housing;SC Scholarship
73,General(EWS),586586,False,Telangana,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
46,ST,501755,False,Kerala,South India Welfare Scheme
42,SC,141447,False,Telangana,PMAY Housing
32,General(EWS),452303,False,Punjab,Ayushman Bharat
27,OBC,289088,False,Punjab,OBC Scholarship;PMAY Housing
79,SC,21864,True,Maharashtra,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
29,General,19149,True,Karnataka,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing;South India Welfare Scheme
52,General(EWS),423573,False,Tamil Nadu,Ayushman Bharat
59,SC,129935,False,Punjab,PMAY Housing
68,General(EWS),533463,False,Madhya Pradesh,Ayushman Bharat;Old Age Pension;Senior Citizen Bus Pass
71,General,435591,False,Punjab,Old Age Pension;Senior Citizen Bus Pass
68,OBC,51418,False,Andhra Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
75,General,21718,True,Bihar,Ayushman Bharat;BPL Ration Card Benefits;Bihar/Jharkhand Rural Support Scheme;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
39,OBC,10049,True,Odisha,Ayushman Bharat;BPL Ration Card Benefits;PMAY Housing
68,General,402549,False,Madhya Pradesh,Old Age Pension;Senior Citizen Bus Pass
79,General,105430,False,Tamil Nadu,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
79,SC,74565,False,Gujarat,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
37,ST,298057,False,Maharashtra,PMAY Housing
57,OBC,580806,False,Andhra Pradesh,None
75,ST,130552,False,West Bengal,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
19,OBC,556778,False,Karnataka,OBC Scholarship;South India Welfare Scheme
65,General,243245,False,Maharashtra,Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
58,ST,30271,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
24,ST,203071,False,Jharkhand,Bihar/Jharkhand Rural Support Scheme;PMAY Housing;ST Scholarship
63,General,36938,False,Andhra Pradesh,Ayushman Bharat;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
49,OBC,247112,False,Telangana,PMAY Housing
27,General(EWS),197304,False,Karnataka,Ayushman Bharat;PMAY Housing;South India Welfare Scheme
42,OBC,473817,False,Andhra Pradesh,None
55,ST,162082,False,West Bengal,PMAY Housing
24,General,52710,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
62,General,19272,True,Odisha,Ayushman Bharat;BPL Ration Card Benefits;Old Age Pension;PMAY Housing;Senior Citizen Bus Pass
47,ST,373575,False,Uttar Pradesh,None
33,SC,257982,False,Andhra Pradesh,PMAY Housing
47,General(EWS),76566,False,Uttar Pradesh,Ayushman Bharat;PMAY Housing
49,OBC,282428,False,Andhra Pradesh,PMAY Housing
44,OBC,507869,False,Maharashtra,None
